participant_id,time_gameplayed_utc,time_sent_utc,detail,condition,trial_number,correct_button,response_window,inter_time_interval,late_response,response_time
ADMIN-UCSF-BS001,2017-12-08 21:50:53+00:00,2017-12-12 17:39:05+00:00,,Right,19,1,400,500,0,353.0849814414978
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,0,1,500,500,0,271.3369131088257
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,0,1,500,500,0,331.3800096511841
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,1,1,490,500,0,309.48901176452637
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,1,1,490,500,0,338.9519453048706
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,2,1,480,500,0,334.63001251220703
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,2,1,480,500,0,231.72998428344727
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,3,1,460,500,0,250.931978225708
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,3,1,460,500,0,277.0419120788574
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,4,1,420,500,0,251.4479160308838
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,4,1,420,500,0,223.56796264648438
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,5,1,340,500,0,163.19894790649414
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,5,1,340,500,0,252.29895114898682
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,6,0,,,,
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,6,0,180,500,1,86.91895008087158
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,7,0,180,500,1,N/A
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,7,0,220,500,1,228.59597206115723
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,8,0,,,,
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,8,0,260,500,1,443.8070058822632
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,9,0,220,500,1,323.7500190734863
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,9,1,340,500,0,254.0360689163208
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,10,1,260,500,0,250.4720687866211
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,10,1,330,500,0,246.12104892730713
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,11,0,250,500,1,310.6060028076172
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,11,0,,,,
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,12,0,290,500,1,308.41195583343506
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,12,0,320,500,1,N/A
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,13,1,330,500,0,267.9480314254761
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,13,0,,,,
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,14,0,320,500,1,126.0610818862915
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,14,0,360,500,1,459.7299098968506
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,15,1,360,500,0,257.1309804916382
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,15,1,400,500,0,329.07795906066895
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,16,1,350,500,0,333.99200439453125
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,16,1,390,500,0,244.86899375915527
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,17,1,340,500,0,276.1809825897217
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,17,1,380,500,0,242.41304397583008
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,18,1,320,500,0,183.78198146820068
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,18,1,360,500,0,268.25404167175293
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Left,19,1,280,500,0,158.68496894836426
ADMIN-UCSF-BS012,2018-03-18 16:07:38+00:00,2018-04-16 20:30:00+00:00,,Right,19,1,320,500,0,268.02897453308105
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,0,1,500,500,0,318.6960220336914
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,0,1,500,500,0,270.42603492736816
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,1,1,490,500,0,306.91301822662354
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,1,0,490,500,1,131.134033203125
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,2,1,480,500,0,240.38100242614746
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,2,1,530,530,0,240.43798446655273
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,3,1,460,500,0,332.51500129699707
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,3,1,520,530,0,323.38690757751465
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,4,1,420,500,0,292.6889657974243
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,4,1,510,530,0,264.4549608230591
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,5,1,340,500,0,243.07405948638916
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,5,1,490,530,0,290.0630235671997
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,6,1,180,500,0,158.51294994354248
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,6,0,,,,
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,7,0,150,500,1,360.1950407028198
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,7,0,450,530,1,N/A
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,8,0,190,500,1,274.73700046539307
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,8,0,,,,
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,9,0,230,500,1,285.30800342559814
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,9,1,490,530,0,252.46000289916992
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,10,0,310,500,1,316.80595874786377
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,10,1,480,530,0,162.25600242614746
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,11,0,470,500,1,120.63395977020264
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,11,1,470,530,0,303.88402938842773
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,12,1,790,790,0,302.9669523239136
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,12,1,450,530,0,220.33202648162842
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,13,1,780,790,0,300.21703243255615
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,13,1,410,530,0,261.86394691467285
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,14,0,770,790,1,76.48396492004395
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,14,1,330,530,0,259.0099573135376
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,15,1,810,810,0,251.20806694030762
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,15,0,,,,
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,16,0,800,810,1,126.03306770324707
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,16,0,170,530,1,N/A
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,17,1,840,840,0,216.64798259735107
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,17,0,,,,
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,18,1,830,840,0,316.10405445098877
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,18,0,210,530,1,290.45307636260986
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Left,19,1,820,840,0,214.58709239959717
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,19,0,,,,
ADMIN-UCSF-BS013,2018-03-18 16:30:29+00:00,2018-04-16 20:30:00+00:00,,Right,20,0,250,530,1,420.4690456390381
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,0,1,500,500,0,303.27093601226807
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,0,1,500,500,0,267.96603202819824
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,1,1,490,500,0,319.1800117492676
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,1,1,490,500,0,281.50296211242676
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,2,1,480,500,0,285.2119207382202
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,2,1,480,500,0,230.79705238342285
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,3,1,460,500,0,293.6919927597046
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,3,1,460,500,0,273.8460302352905
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,4,1,420,500,0,332.86499977111816
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,4,1,420,500,0,211.899995803833
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,5,1,340,500,0,224.1799831390381
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,5,1,340,500,0,295.9688901901245
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,6,0,180,500,1,282.8850746154785
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,6,0,180,500,1,305.1859140396118
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,7,0,220,500,1,251.23608112335205
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,7,0,220,500,1,261.60502433776855
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,8,1,260,500,0,225.00896453857422
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,8,0,260,500,1,78.96900177001953
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,9,1,250,500,0,249.73702430725098
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,9,0,340,500,1,142.00305938720703
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,10,0,240,500,1,258.72790813446045
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,10,1,500,500,0,244.2920207977295
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,11,1,280,500,0,240.5019998550415
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,11,1,490,500,0,293.3070659637451
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,12,0,270,500,1,294.76404190063477
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,12,1,480,500,0,279.4530391693115
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,13,1,310,500,0,228.92093658447266
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,13,1,460,500,0,267.74299144744873
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,14,1,300,500,0,259.7630023956299
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,14,1,420,500,0,318.4400796890259
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,15,1,290,500,0,263.6319398880005
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,15,1,340,500,0,294.6929931640625
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,16,0,270,500,1,352.3019552230835
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,16,0,180,500,1,232.85198211669922
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,17,1,310,500,0,202.14593410491943
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,17,0,220,500,1,289.39104080200195
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,18,0,300,500,1,335.83998680114746
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,18,1,260,500,0,203.72498035430908
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Left,19,0,340,500,1,64.73207473754883
ADMIN-UCSF-BS010,2018-03-23 20:07:32+00:00,2018-04-16 20:30:00+00:00,,Right,19,0,250,500,1,434.670090675354
